timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation,Date,Year,Month,Month_Name,Week,Day_Name,Hour,Lat_Round,Lon_Round,Geo_Zone,Traffic_Band,RouteRisk_Band,Equipment_Available_Flag,OnTime_Fulfillment_Flag,Cargo_Good_Flag,Weather_Band,Late_Flag,HighDelayRisk_Flag,Disruption_Flag
2024-02-29 10:00:00,47.28123829027065,-108.58850259480552,5.000495232115906,4.997877897685321,3.203327466624812,0.8328272654562442,3.278252317439428,0.1798543753122163,0.8534519187786072,0.5603324467242935,8.670224473110277,884.4168228795638,0.7495438429545584,5.254737867635797,5735.885488214593,27.02106065819163,0.0256322952752104,5.923740722264382,1.324815632503108,0.8364574174050876,0.1351491987378415,0.9823683778993668,0.9675741839529184,high risk,0.7276130073618812,2024-02-29,2024,2,February,9,Thursday,10,47.3,-108.6,"47.3,-108.6",Medium,Medium,0,1,0,Moderate,1,1,1
2024-02-29 11:00:00,49.82792899568623,-102.97088342733504,13.093156353684796,0.4994860840839017,6.111396502278994,844.6570493983669,0.5003266720224151,0.6403889700099064,0.9999486066567408,0.3805007709352671,9.11179431851176,189.3957094892134,0.3732091691770489,10.41322454733002,1970.194258962328,-9.907400963161898,0.1709791732518086,9.981079246114868,3.986429157107034,0.1592182074849361,0.9273643610324622,0.4624364746741561,0.9074924754391368,moderate risk,9.843726676339823,2024-02-29,2024,2,February,9,Thursday,11,49.8,-103.0,"49.8,-103.0",Medium,High,1,1,0,Moderate,1,1,0
2024-02-29 12:00:00,48.956520186911966,-118.83663492499528,5.002631755749816,4.637019505703185,0.7138056412429576,0.1057743105945736,4.953347814173779,0.0125233957568172,0.9028925352639706,0.0476933218192133,9.127262279876502,106.25163528215391,0.9294785895201746,1.0484740573942166,2126.130409376759,31.506365093596493,0.0980410202355281,9.099319639792585,0.9158087943366456,0.5691832390200897,0.1269939815069272,0.9932560119137936,0.9999004226440464,high risk,-1.9799661114836056,2024-02-29,2024,2,February,9,Thursday,12,49.0,-118.8,"49.0,-118.8",Low,High,0,1,0,Mild,0,1,1
2024-02-29 13:00:00,45.21100041927359,-72.45266108615654,6.42580021468298,-0.4841411524468655,0.0374787827123173,0.2660846900512221,0.5515020289041609,0.3794867556046915,0.9542078155828448,0.9388714555961952,6.440734002064473,216.9977038138494,0.859400866075022,1.3323301002755246,231.1495442417504,39.13710003891549,0.6229641333904178,0.3012299455194962,2.0337917203313136,0.2689133296557924,0.5752978310634438,0.97364819008005,0.9690182705462108,high risk,7.526563919449074,2024-02-29,2024,2,February,9,Thursday,13,45.2,-72.5,"45.2,-72.5",Low,Low,0,1,1,Severe,1,1,1
2024-02-29 14:00:00,30.32935612880782,-113.9027671502402,17.16577847553021,4.872044763816769,4.649076512869278,85.48697725835807,1.137734268209472,0.6833589031120002,0.8365119342266684,0.0617067151891246,7.29510761561952,215.6334086753436,0.1115775663577224,6.568145489418861,6509.121773699157,0.0736679322162476,0.0434164635190027,0.2354125341779829,0.7001837081078816,0.7687526914272623,0.949842265543989,0.8664320866909154,0.7000649756839157,high risk,2.249011497345002,2024-02-29,2024,2,February,9,Thursday,14,30.3,-113.9,"30.3,-113.9",Medium,Low,1,1,0,Mild,1,1,1
2024-02-29 15:00:00,31.56058450819619,-85.11085060042745,5.550601541453398,-1.447449695724515,2.8704878897664585,371.0185885504405,1.418046486464815,0.0195172400985122,0.7604763925588817,0.0127481671336514,9.78869422905145,975.0769456134532,0.989089051149189,9.76815540754872,8034.455761420818,-7.770930185615746,0.4788101379279952,6.392968282430927,4.594187183362846,0.5715899322081418,0.2692371081266763,0.6567992318201146,0.5609704500928354,moderate risk,-1.1368155095934305,2024-02-29,2024,2,February,9,Thursday,15,31.6,-85.1,"31.6,-85.1",Low,Medium,0,1,0,Mild,0,1,1
2024-02-29 16:00:00,41.40846207578974,-119.59095631794985,16.64582339485166,0.7697100193621074,1.4910363258227164,7.528535285503986,1.3736259799611217,0.4410799730517916,0.9283839352002308,0.2016552716555794,9.951902694904724,565.4462763908816,0.9651251891195692,1.2942900326177629,9563.217149795848,8.574357252004404,0.0534309563514242,8.959930155323503,0.5026832366410753,0.7715775140350336,0.2560076418347277,0.9999999160225872,0.9653824180997618,high risk,7.622218460201298,2024-02-29,2024,2,February,9,Thursday,16,41.4,-119.6,"41.4,-119.6",Low,High,0,1,0,Mild,1,1,1
2024-02-29 17:00:00,31.148029537688675,-106.54569709676804,5.559446526720288,4.846422479091571,0.4608132795838222,32.22600990310515,4.870058208910413,0.0022653111929541,0.9997387224054968,0.0008103504180614,9.998958474481997,999.6218624282832,0.3731187856234481,8.690413064962772,5980.673996200984,-9.786442801737678,0.3642077872271834,9.974731732832264,4.695233085968268,0.4441085770370256,0.8837547637132996,0.8622723380206286,0.994474974884798,high risk,-1.978039630897081,2024-02-29,2024,2,February,9,Thursday,17,31.1,-106.5,"31.1,-106.5",Low,High,0,1,0,Mild,0,1,1
2024-02-29 18:00:00,30.270085383845636,-70.00601703808549,5.093606480648249,4.543575247113043,8.747723386613464,113.17497043210906,4.816645076991295,0.0311176460688658,0.857790141838702,0.6294605253780521,9.06475473758957,997.900319823628,0.9884355522727256,5.463312752152367,979.648819620152,20.09984450953868,0.9965603170419108,8.355940123505437,1.7822282545826755,0.8278563827424841,0.077104872330791,0.996664764983156,0.2494657131394568,high risk,9.99896405160064,2024-02-29,2024,2,February,9,Thursday,18,30.3,-70.0,"30.3,-70.0",High,High,0,1,1,Moderate,1,0,1
2024-02-29 19:00:00,30.788730279180257,-94.18069184658351,5.002528380539784,3.3659764358189967,6.191936123900522,57.10624802880387,4.075543289057984,0.0002132474260244,0.3617612904880121,0.6336694045797815,9.650449767698332,741.996656400915,0.1855166804760089,7.726351433763489,2771.562488153424,-9.987661785996526,0.0412892722925639,9.999964819389762,0.6812766284352174,0.5820411009440385,0.9750295110774888,0.999941487805659,0.2323104944797629,high risk,3.2559476199547177,2024-02-29,2024,2,February,9,Thursday,19,30.8,-94.2,"30.8,-94.2",Medium,High,0,0,0,Moderate,1,0,1
2024-02-29 20:00:00,30.03856494330458,-80.60828274381734,5.120708359988549,4.962211982205343,6.492940049829169,3.144133721384597,1.5249985415611529,0.1145351876022452,0.9104501154056768,0.0682016614564366,9.472419137391466,230.134381009932,0.3170603528693512,2.425149600044856,1773.2119497484027,10.889924727391062,0.0029257310725179,9.975352870843167,0.711414130323047,0.4060004387913863,0.3806882512053897,0.6066617752116743,0.428792435110736,moderate risk,9.944175419274943,2024-02-29,2024,2,February,9,Thursday,20,30.0,-80.6,"30.0,-80.6",Medium,High,0,1,0,Mild,1,0,1
2024-02-29 21:00:00,30.514569595885938,-83.79668917662661,9.777330198738724,-1.246404194565833,1.9245697334893996,382.09107220993593,0.5561447447324167,1.446908385084686e-05,0.640938591752985,0.9143358404478226,9.353199767217887,896.1813662009198,0.8655869414178388,1.0014270062629755,9212.946949351532,28.68854077352333,0.2798651682539674,7.122254798496618,0.5265007284246555,0.9838567941479136,0.5820666278963875,0.9482141390539244,0.3436965716130464,high risk,1.1477929297506484,2024-02-29,2024,2,February,9,Thursday,21,30.5,-83.8,"30.5,-83.8",Low,High,0,1,0,Severe,1,0,1
2024-02-29 22:00:00,30.05008752142893,-70.04299847516413,7.943864823794556,0.303903333892332,1.583800715405269,289.3073587622312,1.9366450610347583,0.6762786366251763,0.0392807975517979,0.2743703302372736,8.275444882279142,772.4505374471157,0.0936306752243663,1.6406045836794605,4722.905904469508,-9.879179530624825,0.9655672130968128,9.99999384184282,1.6625758462732256,0.884848127534408,0.807058449085314,0.3107088089783494,0.8199547432474898,moderate risk,6.490098910230925,2024-02-29,2024,2,February,9,Thursday,22,30.1,-70.0,"30.1,-70.0",Low,High,1,0,1,Mild,1,1,0
2024-02-29 23:00:00,49.66579301626754,-118.14347382086028,5.195364629052489,4.519507291057431,0.4740381055890262,306.38233948032087,0.8887533674875152,1.6383058884459546e-05,0.8182956083441589,0.5325038142998525,9.245674486512312,191.18901443100003,0.1657949883871425,1.237069437941554,9673.954225240825,3.8772441672185,0.7832807046180668,9.702292352473975,0.7990506794586127,0.0372889772794259,0.4901409118157287,0.9922004057461355,0.9468323187801948,high risk,9.975388130814023,2024-02-29,2024,2,February,9,Thursday,23,49.7,-118.1,"49.7,-118.1",Low,High,0,1,1,Moderate,1,1,1
2024-03-01 00:00:00,31.091208366288384,-74.62101415028584,5.518720650688351,1.281927926213085,4.587648631597916,0.0914320638323967,0.7695769954421433,0.2819850958852781,0.999417874203596,0.8982396168733354,9.995428958219271,135.70826421545493,0.0011851690443399,9.060887488833332,739.5410603016607,8.916489067223512,0.0214184723696337,9.948470482402298,0.6289403685964821,0.975033389953162,0.8940914669465468,0.9227918281443932,0.980061971364984,high risk,9.213473807699511,2024-03-01,2024,3,March,9,Friday,0,31.1,-74.6,"31.1,-74.6",Medium,High,0,1,0,Severe,1,1,1
2024-03-01 01:00:00,36.006678672252264,-116.18459641440307,16.504710163805107,4.998414757762571,2.8874950261817944,673.794773640216,1.0019907960865528,0.0199789780938476,0.9681765148213058,0.3420806828545954,6.841722157710837,100.01801206552072,0.3118756651800698,1.2144257084453411,4952.120504188155,36.05103055177303,0.0211195678158518,9.996675631110856,0.7915396575605286,0.0084070698608972,0.8204922375482475,0.9974654750476496,0.9950078727119333,high risk,-0.6589419261947946,2024-03-01,2024,3,March,9,Friday,1,36.0,-116.2,"36.0,-116.2",Low,High,0,1,0,Moderate,0,1,1
2024-03-01 02:00:00,33.93320898238168,-79.50465773222766,6.221165249947815,4.650779524331184,0.4422908179278244,222.50705239075748,0.5003952405021418,0.2383094594713297,0.5235325439902323,0.7786296767984997,9.621790893185567,973.7088356537898,0.0719996096804677,11.12797397796148,7711.476264744901,-9.965397845973037,0.0031287664598105,9.844944053593682,0.871189527222784,0.9975148784230854,0.7785155721770752,0.8079955532825344,0.0287021571989129,high risk,9.967369917552196,2024-03-01,2024,3,March,9,Friday,2,33.9,-79.5,"33.9,-79.5",Low,High,0,1,0,Severe,1,0,1
2024-03-01 03:00:00,41.275007959929695,-72.44020320118571,15.769070419893016,3.1905801131270115,0.0002153664841818,381.7156241915085,4.9841516084543365,0.6140924084544809,0.0298353977671947,0.4478239757813396,7.354792132001267,790.7318175853718,0.8578765049140188,4.245303390448125,9994.111657320567,-9.157667825188726,0.0301078991340804,7.4734239396421875,1.475109968600782,0.7755768839725917,0.97284859583527,0.9999727065578524,0.8278217248265548,high risk,1.8259264738734595,2024-03-01,2024,3,March,9,Friday,3,41.3,-72.4,"41.3,-72.4",Low,High,1,0,0,Moderate,1,1,1
2024-03-01 04:00:00,30.02729727748449,-86.82655627227356,19.791387622282464,-1.5640803406004995,8.608435179743994,317.25660697493873,0.5480187117693269,0.2355871669130375,0.9999070701631494,0.000407395344689,9.174734528324167,258.2373805838099,0.2583742276922348,2.396780017887356,2989.206484531177,-2.258218083529055,0.0472378260199158,9.92618252601613,2.011338607867228,0.0798381265198819,0.9665512711668198,0.9999384412378396,0.5671019317125234,high risk,6.284847161334696,2024-03-01,2024,3,March,9,Friday,4,30.0,-86.8,"30.0,-86.8",High,High,0,1,0,Mild,1,1,1
2024-03-01 05:00:00,33.8518294572952,-71.52051810516498,5.158614625341817,4.998522803607906,7.543751220325156,0.3949557419703852,2.5418528658494512,0.3129185769318168,0.0998339184179504,0.5358234102687894,1.119079509535856,228.2867145750853,0.0432300832771883,1.1458221975677518,5193.162994592813,-9.982538679258996,0.0093522444797119,7.359727329727801,4.498386007211734,0.4170018152685178,0.956109399823252,0.5533662853750682,0.1627775327437175,moderate risk,6.33615394047767,2024-03-01,2024,3,March,9,Friday,5,33.9,-71.5,"33.9,-71.5",High,High,0,0,0,Moderate,1,0,1
2024-03-01 06:00:00,47.25974852041679,-80.96079469616122,5.000204335699677,-0.7596411851234688,0.9855555853957764,930.9086976686908,0.5749283609356479,0.3960698147646819,0.6638521724495773,0.0058161080222665,4.12425797957097,141.132430374805,0.286102066574841,3.7996590280683646,163.46350560073344,2.476197203052388,0.0063381940300542,5.955694709488089,1.5750065590023636,0.3081775590780707,0.7697856720765176,0.9999999987954648,0.3415576068439307,high risk,-1.1098338311028109,2024-03-01,2024,3,March,9,Friday,6,47.3,-81.0,"47.3,-81.0",Low,Medium,0,1,0,Mild,0,0,1
2024-03-01 07:00:00,43.16511984904807,-111.1979694709713,5.000849277317362,4.991874082516787,6.270084959627655,62.7122638141818,0.5002402020570699,0.903209076334669,0.011282030242038,0.343629980959295,9.787138197849762,804.2761561709525,0.2279903935567129,1.0001044238204593,9829.90422469329,-9.999994938522043,0.5818592059276091,9.988470053603017,2.7795096925083005,0.2787625726545166,0.3805196003630095,0.9844141690824566,0.1409042582361523,high risk,1.90833627711626,2024-03-01,2024,3,March,9,Friday,7,43.2,-111.2,"43.2,-111.2",Medium,High,1,0,1,Moderate,1,0,1
2024-03-01 08:00:00,40.411794415221664,-117.9948557402494,5.000000003601281,4.554330565578681,6.833996955378953,381.07073482315263,0.8085037436315986,0.9828099661182076,0.9680699877840896,0.8693070194244719,9.717769837208143,298.7966611151465,0.992433358035698,3.1932829457183747,9450.53240293591,-9.991200970272264,0.0662713632586861,9.882901190458488,1.8285373773575369,0.8079369325368613,0.2419110659328182,0.8222948288713363,0.997075934984974,high risk,6.643408626283607,2024-03-01,2024,3,March,9,Friday,8,40.4,-118.0,"40.4,-118.0",Medium,High,1,1,0,Severe,1,1,1
2024-03-01 09:00:00,37.61053948313257,-113.88575946416596,18.25262974299388,4.981405990458596,0.4160588730205842,94.28837422513104,3.9419938972913817,0.0010019467731049,0.8932135628913802,0.9436611522477792,9.996271960899424,507.6086226217352,0.0004211918889568,10.2695064120723,199.08534530833555,-9.996548277964887,0.0037349001848527,9.97516941512442,2.8390885189329924,0.9623718593659308,0.8200594642280534,0.5198382676473962,0.0963663963213293,moderate risk,-1.0003934379399075,2024-03-01,2024,3,March,9,Friday,9,37.6,-113.9,"37.6,-113.9",Low,High,0,1,0,Severe,0,0,1
2024-03-01 10:00:00,31.00834258316979,-70.42328921214553,5.048301038142095,3.162349721632687,5.599623439695681,203.0014968101709,0.6200410329110952,0.9085160755240472,0.2911888156869999,0.0606475778094883,7.44301977324981,330.0081573086304,0.994169692582654,7.140894517513318,8989.416674720038,-9.995235471561426,0.9908232413543756,0.0316630051517684,0.597125053891833,0.1131138408793435,0.5335486166341759,0.3217139268655307,0.9872453954197252,moderate risk,9.84844160973351,2024-03-01,2024,3,March,9,Friday,10,31.0,-70.4,"31.0,-70.4",Medium,Low,1,0,1,Mild,1,1,0
2024-03-01 11:00:00,35.98501043922873,-94.54704175440254,5.000001316330859,4.915286821173282,8.851170562016895,759.7612883772042,2.6327441039389567,0.4340047491471479,0.2073337362797761,0.0104035072624226,9.432136706065402,102.54707817715942,0.0389118717230747,3.8815177075863225,8816.488458777485,15.62467354613872,0.7385680516536574,9.974839635817636,0.5070641685489308,0.9994250705907776,0.993694150814562,0.0004215833918299,0.9977815202867988,low risk,-0.9533439826761074,2024-03-01,2024,3,March,9,Friday,11,36.0,-94.5,"36.0,-94.5",High,High,0,0,1,Mild,0,1,0
2024-03-01 12:00:00,43.95495671084936,-82.0245096294343,5.000140158577043,4.904280191629412,9.95148249472418,0.439444010199342,1.0839862355342929,0.6308465168739611,0.9979536599787788,0.3793478574048985,9.995165029338049,420.3569731234244,0.2974266035720317,9.05486708401794,9592.25701713751,-6.038693489979189,0.1412984269486976,9.760275920046446,1.1068780607492197,0.2265708059879814,0.6067301987330159,0.1315605535750799,0.7640243962951251,low risk,4.844652140758631,2024-03-01,2024,3,March,9,Friday,12,44.0,-82.0,"44.0,-82.0",High,High,1,1,0,Moderate,1,1,0
2024-03-01 13:00:00,45.523254335972965,-70.77112006291432,7.17123555447506,4.98454541255339,5.865779210667538,913.0822047143464,0.5015745847801188,0.98455567805811,0.541836943779863,0.3262599921390693,6.95400861875043,901.1704680518936,0.9197159414185848,1.4844344746524238,9998.21871202473,15.867420247440627,0.2600180396232366,6.454073845883403,3.87190592507916,0.2893610529324529,0.9321616434338816,0.9973886269635855,0.8526666785709063,high risk,4.188185018036016,2024-03-01,2024,3,March,9,Friday,13,45.5,-70.8,"45.5,-70.8",Medium,Medium,1,1,0,Mild,1,1,1
2024-03-01 14:00:00,44.388140122082014,-85.76106938250712,5.392404812360572,4.937656677553077,0.2288260280204384,56.26233230968744,4.879933059200803,0.08803602844234,0.9993952298030814,0.3127834217747524,8.40992304931387,803.7976758368479,0.0901318892611239,14.530883200442666,7993.418722470381,34.55528985391098,0.1411918802553889,9.99027858329578,0.7032322949951391,0.6612854371118589,0.5655210034288811,0.967274076342692,0.9999685128995904,high risk,9.965006992142104,2024-03-01,2024,3,March,9,Friday,14,44.4,-85.8,"44.4,-85.8",Low,High,0,1,0,Mild,1,1,1
2024-03-01 15:00:00,31.14283354652912,-106.196515206007,15.884405773654056,4.573041611431016,9.208790268138683,967.9822632546396,4.885106146649449,0.3135456534191912,0.2557184268778208,0.4005533762643224,8.1809899699419,411.7565798622636,0.4650179794671377,9.84013080616559,1309.3709789792745,11.679623871727518,0.0011215029223415,9.975200911034484,4.359715718708237,0.1990793082730706,0.0340311754288279,0.99999960394378,0.9958076326955142,high risk,-1.6068913375491969,2024-03-01,2024,3,March,9,Friday,15,31.1,-106.2,"31.1,-106.2",High,High,0,0,0,Moderate,0,1,1
2024-03-01 16:00:00,49.105561661307846,-70.0008271538405,5.073421478125275,4.0899385055815785,9.751586916535658,993.7147885194404,0.6793002410906249,0.0211251347607461,0.9934188626997216,0.2983192491452465,9.440801383131188,124.3915307592852,0.5797813534538616,1.0258526346999357,4884.407186315109,-9.240474439161275,0.4505266911986947,8.946182921982688,0.5094129969576012,0.5033614520282449,0.5870910520967906,0.999913450939952,0.1742222594742731,high risk,8.08543406572374,2024-03-01,2024,3,March,9,Friday,16,49.1,-70.0,"49.1,-70.0",High,High,0,1,0,Mild,1,0,1
2024-03-01 17:00:00,36.676039383806526,-71.4008468184607,5.6044045813829815,2.259199344163988,8.293679890294522,0.0074261823700579,1.0829888305765984,0.0817114014641135,0.9070714942873936,0.05030209171277,1.0692139314047802,220.28427578712157,0.9786726203946534,1.00750997202514,9567.594141617652,6.521577522571974,0.3566240322814104,9.990746401830698,4.642350707756699,0.9999574569517852,0.5187750639631878,0.8996195700770374,0.8310882763972213,high risk,5.688794603129097,2024-03-01,2024,3,March,9,Friday,17,36.7,-71.4,"36.7,-71.4",High,High,0,1,0,Mild,1,1,1
2024-03-01 18:00:00,30.03771192521928,-70.05302510521767,11.140165226586696,4.836766024828635,5.556468369920887,989.5554291459885,0.5405826724300469,0.0003598728515339,0.77638142000203,0.6429143519874959,6.963242975794093,374.3112794241905,0.59287697792216,1.0413686728123963,4655.273153544888,1.5640943179509037,0.4953279248350947,9.999376935158113,2.299475132533054,0.8345853262155944,0.4639337137464058,0.9999552309693154,0.9984857686885268,high risk,8.785162449537937,2024-03-01,2024,3,March,9,Friday,18,30.0,-70.1,"30.0,-70.1",Medium,High,0,1,0,Moderate,1,1,1
2024-03-01 19:00:00,49.84468543550925,-84.28636054837612,5.01359153139324,4.770549927953156,3.77768697727636,773.4078903317154,4.468872508654616,0.144372739456251,0.6390323646622339,0.5454046253957487,9.999999999434005,450.52291345869634,0.8066226277958526,4.954988422878601,2181.8970976855267,-0.2054919131546349,0.0004750003481911,7.068552972952952,0.5680776604426352,0.6356412335956886,0.0064993391423809,0.2752589183896158,0.999591917135157,low risk,9.656498255166532,2024-03-01,2024,3,March,9,Friday,19,49.8,-84.3,"49.8,-84.3",Medium,High,0,1,0,Moderate,1,1,0
2024-03-01 20:00:00,32.56986724765752,-71.46168841072686,6.112399241113781,4.8018538278192695,5.147065508298184,313.25547848646863,3.8170932588323376,0.0277120622623229,0.3256472533580596,0.8877644432696714,9.76935855275228,825.6623053987773,0.0023996289306503,1.2648701221455945,8089.960601273233,-5.767641120626256,0.0047231316233053,8.202597951891603,0.9968272038218956,0.4149753435513125,0.9995132963477992,0.994131716639102,0.4150685858626176,high risk,6.398666999608963,2024-03-01,2024,3,March,9,Friday,20,32.6,-71.5,"32.6,-71.5",Medium,High,0,0,0,Severe,1,0,1
2024-03-01 21:00:00,45.94298727867694,-119.4543908067478,19.40821458795959,4.215060757993595,3.673099687761652,49.30725849449293,1.1621468308869385,0.0199442332668884,0.9885125396070688,0.0540255637036959,2.973907847155385,768.6690044527477,0.0007015916040591,1.1099208600655155,2822.6448641457337,28.428766763810916,0.3812154705303374,9.990214827146795,0.5548873270292038,0.9731631125303354,0.6574616092750316,0.9998304583464884,0.3276950356327957,high risk,6.492166982718194,2024-03-01,2024,3,March,9,Friday,21,45.9,-119.5,"45.9,-119.5",Medium,High,0,1,0,Mild,1,0,1
